name,city_contact,country_contact,city_creator,country_creator,deliveryPoint_creator,west,east,north,south
113971096eeef119a3b3b4e8667548eb.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1178f60f31974959eb2b4fcf6348ef63bf5af197.xml,NA,NA,Manhattan,USA,"116 Ackert Hall, Division of Biology, Kansas State University",NA,NA,NA,NA
11c76e8624512cbcff367901ac4cd959b83f86c0.xml,Albuquerque,USA,Athens,USA,Dept. of Marine Sciences,-81.356700,-81.261800,31.451000,31.369300
122a3f81d810412f7a5109ed1329e2a2.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
124322bb6cc16933c7686ec8acdf7e952f2b6889.xml,Albuquerque,USA,Athens,USA,Dept. of Marine Sciences,-81.356600,-81.257900,31.451300,31.370300
12b95fbb390cbc41726d06fb587f7dbaaea8d395.xml,NA,NA,Manhattan,USA,"116 Ackert Hall, Division of Biology, Kansas State University",NA,NA,NA,NA
12dc198ba3c61a8807b050fab365cf6c.xml,NA,NA,Palmerston,Australia,PO Box 496,131.88766,133.00257,-12.11059,-13.94659
1354ca7a9c14aefa70802d8887fb0662.xml,Miami,USA,Miami,USA,Florida International University,NA,NA,NA,NA
13a54075436fca7673190a32c2ddd6b1.xml,Madison,United States,NA,NA,NA,NA,NA,NA,NA
13afc512cd050eb66f4d586df08e9481.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
14753d23027054faaba92a8da6f83cfa8c762119.xml,NA,NA,Miami,USA,Florida International University,NA,NA,NA,NA
149d5bf581c1e6ad3d77cfbbd05044c4.xml,Miami,USA,Miami,USA,Florida International University,NA,NA,NA,NA
1529982c00a6277875b0758a590e89ea41340750.xml,Falmouth,US,Falmouth,US,149 Woods Hole Rd,NA,NA,NA,NA
153ada92d432986e5f824783a13bac77.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
157bf1b2e6078252b2c24b58322da3b2.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
159b1e22f64d6091b1e492df66a7163871f05d46.xml,Albuquerque,USA,Miami,USA,Florida International University,NA,NA,NA,NA
15a50445861ad0d384731367883c2ac0f4b10775.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
15ad142489f78e49ffd7265f7dd90fd6.xml,Orwigsburg,USA,NA,NA,NA,NA,NA,NA,NA
1601e466944a442b024907442ea2b29697269e48.xml,Albuquerque,USA,Palisades,USA,Palmer Station Antarctica LTER Office,NA,NA,NA,NA
1608468af4fc9c0393fe3e6e09a3844d.xml,Santa Barbara,United States,Santa Barbara,United States,Santa Barbara Coastal LTER,NA,NA,NA,NA
162624a532e9aa1818e0954ef35776871bca3a4e.xml,Albuquerque,USA,Manhattan,USA,"116 Ackert Hall, Division of Biology, Kansas State University",NA,NA,NA,NA
162c9aca5ae75dd5f888660d01ad28ec.xml,Davis,USA,NA,NA,NA,NA,NA,NA,NA
165e79d99eaf4cfa4f545f2c4e0a5677f6eb211c.xml,NA,NA,Palisades,USA,"Palmer Station Antarctica LTER Office
208 Geoscience
61 Route 9W - PO Box 1000",NA,NA,NA,NA
16b02a7008f5b185b56bb9001796e38a.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,NA,NA,NA,NA
16f76b97a7339d33aaf334ce99a07a4e8af4db4e.xml,Manhattan,US,Manhattan,US,"116 Ackert Hall, Division of Biology, Kansas State University",NA,NA,NA,NA
16faf065f69dffbee1a8b86ea789415a.xml,NA,NA,Darwin,Australia,NA,NA,NA,NA,NA
17048a75b01972193d040f568c9509b1e0e3de8f.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
170801fa7f46da5514fbcff2d53b4e43.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1715a4647fc12d2af529170caec5fb27.xml,DAVIS,United States,NA,NA,NA,-119.7333,-119.7333,34.0000,34.0000
174309bd45e4bc6ebc578be5a1523337.xml,NA,NA,Darwin,Australia,NA,NA,NA,NA,NA
174548f3f010dac8595eda2af702aa67.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
17651cb24a4ebbf447c5465f06b70fa8.xml,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA
17d2f38c192d53c5446cd8dd76f04d5d.xml,NA,NA,Canberra,NA,"Fenner School of Environment and Society, The Australian National University",150.613285,150.678648,-35.131813,-35.164476
17eca13cbc14a3daa9bf549e690d461f.xml,NA,NA,NA,NA,NA,-149.0,-145.625,61.5,59.375
185dbed6bb38f2cd572ec5b889b7f48b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
186a94fc1fe556be5c47a28d24755077.xml,NA,NA,Darwin,Australia,NA,NA,NA,NA,NA
18c0af2d690dd9f89963102dcffe8f41.xml,Sydney,Australia,Sydney,Australia,University of New South Wales,NA,NA,NA,NA
18ecdd726f1f0c24f09517cda39ff4dc.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
190b638eba6482c74bc4a315698c64bf.xml,Fairbanks,USA,Fairbanks,United States,Biology and Wildlife Irving I; North Koyukuk Dr.,-148.321607,-148.31034,64.70138,64.696143
19288e5e034ac0abce86a4c6e2ac06c354a00568.xml,Albuquerque,USA,Athens,USA,Dept. of Marine Sciences,-81.340000,-81.260800,31.446800,31.369500
19a7272fe75ad9256072d1eea4bb05d3.xml,Tempe,USA,NA,NA,NA,NA,NA,NA,NA
19ae577019ddd958fa16da5f42f91058.xml,NA,NA,Palmerston,Australia,PO Box 496,132.16505,132.74043,-13.81268,-14.39819
19d8677ba9f90875f8bd12a8a70d1cb083c0a202.xml,Albuquerque,USA,Albuquerque,NA,"Department of Biology, University of New Mexico",NA,NA,NA,NA
19eae6241271e00bdefece223abb0c06.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1a040a0ecaeec4acf8b546abf6d1ef60477b3540.xml,Woods Hole,USA,NA,NA,NA,-149.600895,-149.600895,68.632586,68.632586
1adcfe33c3b6c8a100e35cec179f5ecb842859b9.xml,NA,NA,Miami,USA,Florida International University,-80.856,-80.615,25.691,25.230
1b28f982ad0cd010286ec4b023696bc0142b6b8d.xml,Albuquerque,USA,New Brunswick,USA,"Coastal Ocean Observation Lab
Institute of Marine and Coastal Sciences School of Environmental and Biological Sciences
Rutgers University",NA,NA,NA,NA
1b7a730651ea47a3ae59195236f91dd7.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1b8e87b9a33841ea420b3247d536615b7299e896.xml,NA,NA,La Jolla,USA,"California Current Ecosystem LTER Program Office
Scripps Institution of Oceanography
University of California, San Diego
9500 Gilman Dr.",NA,NA,NA,NA
1bb24b8e70dba0894c27a0d3af06a3bf.xml,Santa Barbara,USA,Santa Barbara,USA,"National Center for Ecological Analysis and Synthesis, University of California Santa Barbara, 735 State Street Suite 300",NA,NA,NA,NA
1bfcb732540eb4ee29835c76fd1643ff.xml,Santa Barbara,United States,Santa Barbara,United States,"735 State Street, Suite 300",0,-0,90,-90
1c144c491a451e66afa9beb116edb4b0.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1c94271cffc68ac85340ae0772657712.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1ca4cca9f9abd03af6fad904b931272e.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1cce9195db323cd20bd28e1ae8e19bf8.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1ce91e27634433f6687c8726517def5a.xml,Woods Hole,USA,Woods Hole,United States of America,Marine Biological Laboratory,-149.612633,-149.612633,68.629961,68.629961
1d3c20d81d90e40afa7be4c6d749695b.xml,Woods Hole,USA,NA,NA,NA,-149.612633,-149.612633,68.629961,68.629961
1d6c485c591d45d224141cd350813833.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1e3214c9c97846834f6a03751dd614b2.xml,Los Angeles,United States,NA,NA,NA,NA,NA,NA,NA
1e6a479800a93af506f463aa58c31677.xml,Santa Barbara,United States,Santa Barbara,USA,Marine Science Institute,-120.11905,-120.11905,34.46774988,34.46774988
1ecfecb46ebf0a37ece336d1ef7871e8.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1f1e10b25fe1ce9813980a0aad8d6a09.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1f4586521acc38aa9193223c306b7af2.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1f7566f2127efe9f5dcdadb0b1a9bc0f.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
1fbb66626eb6c55ed2cfc2422f0f5752.xml,NA,NA,Darwin,Australia,NA,NA,NA,NA,NA
1fe91518fb373fad569d5de97f81b597.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
20764edb4912e8bc50125218d06ce3e5.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
20b0d23ec55391412008520f1c67070c.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
21573503e73ce9076496943dcb919c2b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2166c9e50fac6cfa7fa07d7ce64faf76.xml,Woods Hole,USA,Burlington,USA,University of Vermont,-149.1281271,-149.1281271,68.671486222,68.671486222
21de415949c70a2175ac337d4276c909.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
222117256bf8f25b579425b2e1cd84bc.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2247da009edc03ba01939a388fed4587.xml,Miami,USA,Miami,USA,Florida International University,-80.856,-80.615,25.691,25.230
22b3399b8b8b90f545cf2ba43a47a546.xml,NA,NA,Palmerston,Australia,PO Box 496,131.88766,133.00257,-12.11059,-13.94659
2310d882526591f80a193031cce91087286b0812.xml,Albuquerque,USA,Woods Hole,USA,"The Ecosystems Center, MBL",-149.311,-149.311,68.606,68.606
236679e2d34bea2fc4628d8602fbbb43aa77b711.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
238e19fb9bfff1e0e739be28a8c98e8a.xml,NA,NA,Darwin,Australia,NA,NA,NA,NA,NA
23a9071b869548ec30fc19110bd7b2a6ca51b914.xml,Woods Hole,US,Woods Hole,US,7 M B L St.,NA,NA,NA,NA
23b2e3f8d1d0ce45e4960d77f9a48ef2.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
23e0830020086ae5cb1cff91e70f642b71e1cc30.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2484bce3f8f0310e0698c8bc48f76d9364ea18b5.xml,Madison,US,Madison,US,680 North Park Street,NA,NA,NA,NA
2555db49f0299feaa42ffdd9289fa093.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
25d8947458237665ee27c86ebd123e02.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
25e04b2b5d0ded054c949dbecb211600.xml,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA
2625fcf578ea987a66c1b174dd5fda9e.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
263393abf6a0eae2c85461873cd75aad.xml,NA,NA,Darwin,Australia,NA,130.684447,130.9701,-13.038,-13.525891
265161010ed033e2f84b21886256ca6b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
275bdd674349a5822160a48c062d659f522e6c27.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
27783a12e369b4e5eeb52be8d71b40d1.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
27b25512a9f49cbe8910c7a6d84e05d4.xml,Santa Barbara,United States,Santa Barbara,United States,Santa Barbara Coastal LTER,-120.1193,-120.1193,34.4677,34.4677
27c7aad48d9dc57926672bbc5c18b948.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,-81.442200,-81.339300,31.392000,31.332800
27dbffa723f8c5b82a9750f925f141f1.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,NA,NA,NA,NA
2898d970d23a5a680ea5e1825f198e67.xml,NA,NA,Santa Barbara,USA,Marine Science Institute,NA,NA,NA,NA
28bc09e8cf6c6c26ec6760f91b36e40d.xml,Santa Cruz,NA,NA,NA,NA,NA,NA,NA,NA
28e3332069c234d1eb2d781e889926fea6b41a0d.xml,Albuquerque,USA,Woods Hole,USA,"The Ecosystems Center, MBL",-149.586653,-149.586653,68.641727,68.641727
28f883086a41f83d578960f17f8fc7eb.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
293d6abda3a32fd933613613701eec654b799dce.xml,Albuquerque,USA,Athens,USA,Dept. of Marine Sciences,NA,NA,NA,NA
295c23714214c6b1369c6e3ee9803ef2.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
29f6bf51ff8751dcdb7fe79f6f0f0790.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2a0aa538cd8b748fcd5b876380cab9205025f842.xml,Albuquerque,USA,Athens,USA,Dept. of Marine Sciences,NA,NA,NA,NA
2a850668f2c61e0da9ec6f58ddc5f311.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2ab11ea16524563407c18963f899b13c.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2abab41a41355da4cca2f3fbe832da21.xml,Santa Barbara,United States,Santa Barbara,USA,Marine Science Institute,-119.74438,-119.74438,34.40017,34.40017
2b3b98c0cfc02d2ea9ced5c374a4db33.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2b939c144e74a4936fe1690a21da1160.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2bc54d5be499788f6aec86696fd998eda8dedf64.xml,NA,NA,Palisades,USA,Palmer Station Antarctica LTER Office208 Geoscience61 Route 9W - PO Box 1000,NA,NA,NA,NA
2c2497f12433c43a4bce8b79faedec5f9fc07191.xml,Tucson,NA,Tucson,USA,National Coordinating Office,-124.36,-52.78,49.25,29.53
2d054eaa2d6deba052a1feb3c7cd41d1.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
2e0610e4e3565e0512602dd0adcae1c420caeebb.xml,Albuquerque,USA,Miami,USA,Florida International University,NA,NA,NA,NA
2e656da18aaeedb525dff90d0bb9fa2b.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,-81.445100,-81.339200,31.392100,31.332800
2e7453fc4e65030725e902bd5e8fa6cc.xml,NA,NA,NA,NA,NA,-127.125,-113.5,48.25,30.5
2f15e6466624e89720b4f452057d5fd5.xml,Woods Hole,USA,Woods Hole,United States of America,Marine Biological Laboratory,-149.612633,-149.612633,68.629961,68.629961
2f318b0eec2758b9401125449af381c9.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,NA,NA,NA,NA
2fc1221cfdefc2fd6bae909b1cf8b7fde5e14554.xml,NA,NA,Manhattan,USA,"116 Ackert Hall, Division of Biology, Kansas State University",NA,NA,NA,NA
30012909d5dafb4689661a067039f8c7.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
30136d505d0beef39d821a538e0d50f4.xml,Saint Paul,USA,NA,NA,NA,NA,NA,NA,NA
304291586a730d7bfb2ff259a71e6c22.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
31961bc51be0ef3d234dcb9edaa00710.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
31de2fc2061730051eb490dc8732f509.xml,Las Cruces,US,Las Cruces,United States,"Jornada LTER

	New Mexico State University

	P.O. Box 30003, MSC 3JER",NA,NA,NA,NA
31fac8d2869448349daf8206b4c4d831d265cfd5.xml,NA,NA,Madison,United States,680 North Park Str.,NA,NA,NA,NA
32f1e815a35698ba0d366504a0fdd16a.xml,Woods Hole,USA,Athens,USA,Georgia Seagrant College Program,NA,NA,NA,NA
33165f3be31deaef2a95dd3ec378349b.xml,Canberra,NA,Canberra,NA,"Fenner School of Environment and Society, Australian National University",150.590591,150.76929,-35.114116,-35.195078
33701c0c9dade4f1c295fe4db402287d5fbe379a.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.25683100,-122.23581300,44.20851700,44.19901700
341434cf72c7d2eb7ab323cba669a2ca.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
34ef783a8da00488847ce0db7b06f5bace6c021f.xml,Albuquerque,USA,Manhattan,USA,"116 Ackert Hall, Division of Biology, Kansas State University",NA,NA,NA,NA
352b1595ff6712574bf533d15ab67e91b62fd3ab.xml,Albuquerque,USA,Athens,USA,Dept. of Marine Sciences,-81.423700,-81.177000,31.547500,31.525000
359265197cf4f2b3223389bb5959f39b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
35c023d583c5e926596829929311af2b.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
35c26f4eaa2d239d53a663b46019defc.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
35f4431945297efe8d5e75fe63663ab7.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
3623534c4e86100e7a47a052f7b3b7ee589c3f77.xml,Albuquerque,USA,NA,NA,NA,-149.612633,-149.612633,68.629961,68.629961
366f1f3c179848d61c8a5373f162443a.xml,NA,NA,Darwin,Australia,NA,130.684447,130.9701,-13.038,-13.525891
36eff4b4a439abfa0af73c82f5b60124605f17c7.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
36f04410eed7cdd95a7e36be64996f59a63a0452.xml,Madison,US,Madison,US,680 North Park Street,NA,NA,NA,NA
3731e091ef91c79d6ed716169ab7e3ae.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,-81.444700,-81.358800,31.368700,31.332700
373e48227bc5b5cdfa87e0c64586f749.xml,Santa Barbara,USA,NA,NA,NA,NA,NA,NA,NA
373f7410bedc9c87062853c91b17b31a.xml,Athens,USA,Athens,USA,Dept. of Marine Sciences,-81.483700,-81.265500,31.367500,31.305700
37604e9dfd5210d67cd14ed5dd9fee9c.xml,Woods Hole,USA,Woods Hole,United States of America,Marine Biological Laboratory,-149.612633,-149.612633,68.629961,68.629961
378c2dac29dd767514ca636cfedac495.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
37a0b6ec016b8c041a52f2251a73a813cf332e13.xml,Albuquerque,USA,Boston,USA,"18 Tremont Street, Suite 850",NA,NA,NA,NA
37b20aa7bbcb67f4b29165bd1f8122c3.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
382523b2b0c34d4094c076d07d768fcf165e0eb9.xml,Santa Barbara,United States,Santa Barbara,USA,"Marine Science Institute,University of California",NA,NA,NA,NA
384b549c4c0df1aeed4703b6a2a49ebb.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
38ef494bb6ee12d0f4afb9136fb97745.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
38f971efc020c2aef316bc97e4e8b49a9f93288c.xml,Madison,US,Madison,US,250 N Mills St,NA,NA,NA,NA
38ff5c558475fd5d1756e8ab49dbfd30.xml,Santa Barbara,United States,Santa Barbara,United States,Santa Barbara Coastal LTER,-120.12150,-120.12150,34.46883,34.46883
39533735c87fe549b72c1898a3db4c02.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
39b52cd66a53f420bd34bb35dd56a7c804f0b89f.xml,Albuquerque,USA,Woods Hole,United States of America,Marine Biological Laboratory,-149.612633,-149.612633,68.629961,68.629961
3a11057f3273a6d4357365bcc563b772.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
